floc,floc_description,work_order_id,work_order_basic_finish_date,work_order_desc,activity_type,level
BW-0142-00142E,142E Electrical Sub-Section,80115729,2023-11-27,142E Asset Renewal,T25,Electrical Section
BW-0155-00155U,155U Electrical Sub-Section,80106113,2022-03-09,OH-AR_OHR-BW-(155U)-(13/12),T25,Electrical Section
BW-0161-00161B,161B Electrical Sub-Section,50412493,2021-10-13,SR_ERGON_CRW-MKZ_18.060_ISO,T25,Electrical Section
BW-0161-00161C,161C Electrical Sub-Section,80114311,2024-07-31,161 Asset Renewal,T25,Electrical Section
BW-0161-00161F,161F Electrical Sub-Section,80107386,2022-04-13,SR_AT Mast Foundation MKZ-FH_ISO,T25,Electrical Section
BW-0169-00169J,169J Electrical Sub-Section,80105686,2021-10-11,SR_TU_Noga_261.750_ISO/EARTHING,C10,Electrical Section
BW-0169-00169J,169J Electrical Sub-Section,80105857,2021-10-25,SR_TU_Noga_261.750_ISO/EARTHING,C10,Electrical Section
BW-0169-00169J,169J Electrical Sub-Section,80106077,2021-11-03,SR_TU_NOGOA YD_261.750_H<(>&<)>S,C54,Electrical Section
BW-0181-00181A,181A Electrical Sub-Section,80115519,2023-11-30,181A Asset Renewal,T25,Electrical Section
BW-0181-00181B,181B Electrical Sub-Section,80106114,2022-05-31,OH-AR_OHR-BW-(181B)-(30/11- 5/12),T25,Electrical Section
BW-0181-00181H,181H Electrical Sub-Section,80114312,2024-06-30,181 Asset Renewal,T25,Electrical Section
BW-01BL,WIGGINS ISLAND BLOOP,57065695,2022-08-27,Wiggins Balloon - C19,C19,Unloading Facility
BW-01BL,WIGGINS ISLAND BLOOP,57070015,2022-12-06,Wiggins Island Balloon - C19,C19,Unloading Facility
BW-01BL,WIGGINS ISLAND BLOOP,57085441,2024-02-05,Wiggins B-Loop - C19,C19,Unloading Facility
BW-01CR,NORTH COAST LINE (BLACKWATER),50411035,2022-04-23,FY22 RTI Chase Team BW Gladstone,C50,Corridor Objects
BW-01CR,NORTH COAST LINE (BLACKWATER),50411096,2022-06-30,FY22 Closure Rail Testing BW Gladstone,C54,Corridor Objects
BW-01CR,NORTH COAST LINE (BLACKWATER),50411034,2022-06-30,FY22 TSR Management BW Gladstone,C50,Corridor Objects
BW-01CR,NORTH COAST LINE (BLACKWATER),50411012,2022-06-30,FY22 Grease Purchases BW Gladstone,C52,Corridor Objects
BW-01CR,NORTH COAST LINE (BLACKWATER),50411036,2022-06-30,FY22 MMY Chase Team BW Gladstone,C50,Corridor Objects
BW-01CR,NORTH COAST LINE (BLACKWATER),50411061,2022-06-30,FY22 ATIS Chase Team BW Gladstone,C50,Corridor Objects
BW-01CR,NORTH COAST LINE (BLACKWATER),50410950,2022-06-30,FY22 Fire & Vegetation BW Gladstone,C44,Corridor Objects
BW-01CR,NORTH COAST LINE (BLACKWATER),50415951,2023-06-30,FY23 CI Gladstone - BW Fire & Veg Inv,C44,Corridor Objects
BW-01CR,NORTH COAST LINE (BLACKWATER),50415962,2023-06-30,FY23 Closure Rail Test - BW Gladstone,C54,Corridor Objects
BW-01CR,NORTH COAST LINE (BLACKWATER),50415973,2023-06-30,FY23 CI Gladstone - BW TSR Management,C50,Corridor Objects
BW-01CR,NORTH COAST LINE (BLACKWATER),50416116,2023-06-30,FY23 CI Gladstone - BW MMY,C50,Corridor Objects
BW-01CR,NORTH COAST LINE (BLACKWATER),50415944,2023-06-30,FY23 CI Gladstone - BW Lubricator Inv,C52,Corridor Objects
BW-01CR,NORTH COAST LINE (BLACKWATER),50415861,2023-06-30,FY23 CI Gladstone - BW ATIS,C50,Corridor Objects
BW-01CR,NORTH COAST LINE (BLACKWATER),50416017,2023-06-30,FY23 CI Gladstone - BW RTI,C50,Corridor Objects
BW-01CR,NORTH COAST LINE (BLACKWATER),50421346,2023-07-24,W598 - EXT_ERGON_553.400km_ISO,T25,Corridor Objects
BW-01CR,NORTH COAST LINE (BLACKWATER),50420620,2024-06-30,FY24 CI Gladstone - BW Lubricator Inv,C52,Corridor Objects
BW-01CR,NORTH COAST LINE (BLACKWATER),50420616,2024-06-30,FY24 CI Gladstone - BW Fire & Veg Poison,C44,Corridor Objects
BW-01CR,NORTH COAST LINE (BLACKWATER),50420623,2024-06-30,FY24 CI Gladstone - BW TSR Management,C50,Corridor Objects
BW-01CR,NORTH COAST LINE (BLACKWATER),50420614,2024-06-30,FY24 CI Gladstone - BW ATIS,C50,Corridor Objects
BW-01CR,NORTH COAST LINE (BLACKWATER),50420622,2024-06-30,FY24 CI Gladstone - BW RTI,C50,Corridor Objects
BW-01CR,NORTH COAST LINE (BLACKWATER),50420707,2024-06-30,FY24 Closure Rail Test - BW Gladstone,C54,Corridor Objects
BW-01CR,NORTH COAST LINE (BLACKWATER),50420621,2024-06-30,FY24 CI Gladstone - BW MMY,C50,Corridor Objects
BW-01CR,NORTH COAST LINE (BLACKWATER),50421494,2024-06-30,FY24 CI Gladstone - Blackwater Lubricato,C52,Corridor Objects
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57051577,2021-07-11,Epala - Raglan Up - C02,C02,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80103957,2021-07-12,Bajool Up - C14,C14,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57052367,2021-07-12,Mt Larcom Up - C02,C02,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80104746,2021-07-12,SR_BJL_Up_606.630km_12/07/21,C14,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57052366,2021-07-12,Mt Larcom Up - C02,C02,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053943,2021-07-14,Midgee - Archer Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053224,2021-07-16,Bajool - Archer Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053222,2021-07-16,Bajool - Archer Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80104471,2021-07-17,Bajool Up C14,C14,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57052463,2021-07-18,Rocklands Coal Main - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57052377,2021-07-19,Epala - Mt Larcom Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57050417,2021-08-02,Rocklands - Midgee Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57054327,2021-08-03,Epala - Raglan Up - C02,C02,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57054166,2021-08-03,Mt Larcom - Aldoga Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57054167,2021-08-03,Mt Larcom Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57054000,2021-08-10,Callemondah - Mt Miller Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57054554,2021-08-14,Marmor - Raglan Up - C53,C53,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053546,2021-08-14,Marmor - Bajool Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57054555,2021-08-14,Marmor - Raglan Up - C02,C02,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053919,2021-08-15,NOT REQUIRED,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80105165,2021-08-24,SR_CAHyrd_293A_293BC_259A_260A_535.890km,T58,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80104843,2021-08-24,SR_CAHyrd_293A_293BC_259A_260A_535.890km,T58,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053752,2021-09-01,Mt Miller Up - C02,C02,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57052472,2021-09-05,Aldoga Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57052468,2021-09-05,Mt Miller Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57054206,2021-09-12,Midgee - Rocklands Up - C02,C02,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053221,2021-09-19,Bajool - Archer Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57054552,2021-09-19,Archer - Midgee Up Road - C02,C02,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053751,2021-09-20,Mt Miller Up - C02,C02,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053134,2021-09-20,Mt Larcom Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57055949,2021-09-20,Mt Miller - Yarwun Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57056524,2021-09-24,Rocklands - Midgee Up Rd C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80105470,2021-09-29,BL ME UP RM902 SUP 616.000_ISO/H&S/BD,C01,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80105472,2021-09-30,RM902_SR_BL-ME_UP_616.000km_BOND,C01,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80105473,2021-10-01,RM902_SR_AR-ME_UP_622.500km_ BOND,C01,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57055472,2021-10-01,Aldoga - Mt Larcom Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57056190,2021-10-01,Yarwun - Aldoda Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57052469,2021-10-01,Mt Miller - Yarwun Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57056450,2021-10-01,Aldoga Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053229,2021-10-02,Midgee - Rocklands Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053225,2021-10-02,Archer - Midgee Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053228,2021-10-02,Archer - Rocklands Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053209,2021-10-04,Epala - Raglan Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80104574,2021-10-05,C01 ACH-RCS 622.500km-623.000km,C01,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57055581,2021-10-24,Aldoga - Mt Larcom Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80106031,2021-10-29,SR_Restress Isolation,C01,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57057883,2021-10-30,Archer - Midgee Up - C02,C02,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57057352,2021-10-30,Midgee Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57055474,2021-11-01,Ambrose - Epala Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80104573,2021-11-03,C01 BJQ-ACH 616.000km-617.100km,C01,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,600001920,2021-11-05,2154 Mt Larcom Up (Unallocated),C14,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80105988,2021-11-10,SR BL AR UP RM902 609.600KM,C02,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80106102,2021-11-11,RM902_SR_BL-AR_UP_609.600km,C01,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053223,2021-11-13,Bajool - Archer Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80106201,2021-11-14,SR_RCK_CoalMain_120m_U/Cut_631.470km,C01,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57056957,2021-11-14,Bajool - Archer Up - C57,C57,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57056958,2021-11-14,Epala - Raglan Up - C57,C57,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80105779,2021-11-15,Rocklands Coal Main - C14,C14,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57058497,2021-11-15,Archer - Midgee Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80106197,2021-11-17,Rocklands Coal Main - C14,C14,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80106181,2021-11-24,SR MR BL UP RM902 595.600 (PROJ 2027),C01,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80106172,2021-11-24,RM902_SR_MR-BL_UP_595.600KM_PROJ2027,C01,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80106203,2021-11-25,RM902_SR_MR-BL_UP_595.600KM_COMMPROJ2027,C01,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57059140,2021-11-27,Ambrose - Epala Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57059111,2021-11-27,Raglan - Marmor Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80105968,2021-11-29,Rocklands Coal Main 120m Undercut,C14,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57059115,2021-11-29,Marmor - Bajool Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80104624,2021-11-30,C01 BJQ-ACH 610.100km-612.900km,C01,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80106211,2021-11-30,SR BL AR UP RM902 611.280,C01,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80106253,2021-11-30,RM902_SR_BL-AR_UP_611.280km_PROJ2024,C01,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57049079,2021-12-01,RPLNCallemondah Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57057952,2021-12-02,Aldoga Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57059284,2021-12-04,Epala - Raglan Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57058148,2021-12-04,Epala - Raglan Up - C02,C02,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57055478,2021-12-05,Raglan Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57055907,2021-12-05,Raglan - Marmor Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57055510,2021-12-05,Archer - Midgee Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053167,2021-12-06,Epala - Raglan Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57055475,2021-12-06,Epala Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57052473,2021-12-06,Mt Larcom Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57055956,2021-12-06,Aldoga - Mt Larcom Up - C19 (57057415),C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57058368,2021-12-07,Mt Miller Up - C02,C02,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053135,2021-12-12,Epala Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57057418,2021-12-13,Mt Miller Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57056402,2021-12-14,Yarwun Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57057416,2021-12-14,Callemondah - Mt Miller Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57056045,2021-12-14,Mt Miller - Yarwun Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053211,2021-12-14,Raglan - Marmor Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57055955,2021-12-15,Aldoga Up - C19 (57057952),C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57055954,2021-12-15,Aldoga Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57057417,2021-12-15,Yarwun - Aldoga Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57057412,2021-12-16,Rocklands Coal Main - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053210,2021-12-16,Raglan Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57055512,2021-12-16,Midgee - Rocklands Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053074,2021-12-16,Mt Miller Up - C19 (WO# 57057418),C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57055502,2021-12-17,Marmor - Bajool Up - C19 (2000072989),C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57059778,2021-12-18,Mt Miller - Callemondah Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57052907,2021-12-19,Raglan - Marmor Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053212,2021-12-19,Raglan - Marmor Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57055504,2021-12-20,Marmor - Bajool Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57059528,2021-12-21,Bajool - Archer Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57030195,2021-12-31,Aldoga - Mt Larcom Up - C02,C02,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57058700,2022-01-10,Mt Miller - Yarwun Up - C02,C02,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053133,2022-01-16,Aldoga - Mt Larcom Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57055508,2022-01-22,Bajool - Archer Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053218,2022-01-22,Bajool Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053214,2022-01-23,Raglan - Marmor Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053215,2022-01-23,Marmor - Bajool Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57059455,2022-01-24,Aldoga Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57057415,2022-01-24,Aldoga Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57059657,2022-01-24,Epala Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57059535,2022-01-24,Mt Larcom Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57059721,2022-01-24,Raglan Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57059656,2022-01-26,Epala - Raglan Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57059658,2022-01-26,Epala - Raglan Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57059659,2022-01-26,Epala - Raglan Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57059795,2022-01-31,Aldoga Up - C02,C02,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57060895,2022-02-02,Callemondah - Mt Miller Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57057419,2022-02-02,Callemondah - Mt Miller Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57059540,2022-02-02,Mt Miller - Yarwun Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57055473,2022-02-14,Ambrose - Epala Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57059837,2022-02-15,Midgee - Rocklands Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57055513,2022-02-15,Midgee - Rocklands Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57060078,2022-02-20,Mt Miller - Yarwun Up - C19 WO 57059540,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57059720,2022-02-24,Raglan Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57055476,2022-02-24,Epala - Raglan Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053213,2022-02-25,Raglan - Marmor Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57055506,2022-02-27,Bajool Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053216,2022-02-27,Marmor - Bajool Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57055505,2022-02-27,Marmor - Bajool Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57059526,2022-02-27,Bajool Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57059305,2022-03-01,Marmor - Bajool Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57060923,2022-03-03,Ambrose - Epala Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57060738,2022-03-05,Yarwun - Aldoga Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57061864,2022-03-08,Rocklands Yard Up Rd C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57062264,2022-03-21,Aldoga - Mt Larcom Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57062526,2022-04-03,Aldoga - Mt Larcom Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80107345,2022-04-03,2156 Midgee Up (Unallocated),C14,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80107045,2022-04-03,RM902 UNDERCUTTING SUPPORT,C01,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57062527,2022-04-03,Aldoga - Mt Larcom Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80107387,2022-04-03,Midgee Up - C14,C14,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57062525,2022-04-03,Aldoga Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80107102,2022-04-04,SR_RM902_CAH-ALD 536.850 UP_ISO/H&S/BD,C01,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80107530,2022-05-02,SR_BCD EX_Mt LAR UP 566.695_ISO,C02,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80107265,2022-05-02,Mt Larcom Up - C14,C14,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57062477,2022-05-02,Mt Larcom - Ambrose Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57063638,2022-05-06,Bajool Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80107662,2022-05-16,Archer - Midgee Up - C14,C14,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57063534,2022-05-17,Ambrose - Epala Up - C02,C02,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80107756,2022-05-17,SR_ME-AR UP 50m_U-CUT RR 619.330_ISO/H&S,C14,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57062855,2022-05-17,Ambrose - Epala Up - C02,C02,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80107607,2022-05-22,CO1 BLACKWATER U/C.,C01,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80107687,2022-05-24,MR-BL UP BOND.SA2- 902SUPPORT,C01,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80107485,2022-05-26,2154 Mt Larcom Up (Unallocated),C14,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57059723,2022-05-27,Raglan - Marmor Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57064723,2022-05-31,Marmor - Bajool Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053220,2022-06-01,Bajool Up - C19 - 506OCTCLOS,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053219,2022-06-01,Bajool Up - C19 - 506OCTCLOS,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053227,2022-06-01,Archer - Rocklands Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053226,2022-06-01,Archer - Midgee Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053217,2022-06-01,Marmor - Bajool Up - C19 - 506OCTCLOS,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57048030,2022-06-01,UC TO BE REPLANNED,C02,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57056363,2022-06-01,Bajool - Archer Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57054104,2022-06-01,Rocklands - Midgee Up - C02,C02,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57055501,2022-06-01,Raglan Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053334,2022-06-01,Mt Miller Up - C19 (WO# 57057418),C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57054103,2022-06-01,Rocklands - Midgee Up - C02,C02,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,80103483,2022-06-01,UC CANCELLED,C14,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053165,2022-06-01,Epala Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,600001980,2022-06-04,No notification - remove from FSCL list,C14,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57063533,2022-06-05,Epala Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57053208,2022-06-05,Epala - Raglan Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57061850,2022-06-10,Raglan - Marmor Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57063827,2022-06-11,Bajool Up - C19,C19,Main Line
BW-01ML,CALLEMONDAH-ROCKLANDS UP RD,57055509,2022-06-11,Archer - Midgee Up - C19,C19,Main Line
